3644; Econo-Travel Mtr Htl;Hotel/Motel
3645; Queens Moat-hotels;Hotel/Motel
3646; Swallow Hotels;Hotel/Motel
3647; Grupo Hotels Husa SA;Hotel/Motel
3648; De Vera Hotels;Hotel/Motel
3649; Radisson Hotels;Hotel/Motel
3650; Red Roof Inns;Hotel/Motel
3651; Imperial London Hotels;Hotel/Motel
3652; embassy hotels;Hotel/Motel
3653; Penta Hotels;Hotel/Motel
3654; Loews Hotels;Hotel/Motel
3655; Scandic Hotels;Hotel/Motel
3656; Sara Hotels;Hotel/Motel
3657; Oberoi Hotels;Hotel/Motel
3658; New Otani Hotels;Hotel/Motel
3659; Taj Hotels Int'l;Hotel/Motel
3660; Knights Inn;Hotel/Motel
3661; Metropole Hotels;Hotel/Motel
3662; Circus Circus Hotel Casino;Hotel/Motel
3663; Hoteles El Presidente;Hotel/Motel
3664; Flag Inns;Hotel/Motel
3665; Hampton Inns;Hotel/Motel
3666; Stakis Hotels;Hotel/Motel
3667; Luxor Hotel And Casino;Hotel/Motel
3668; Maritim Hotels;Hotel/Motel
3669; Eldorado Hotel And Casino;Hotel/Motel
3670; Arcade Hotels;Hotel/Motel
3671; Arctia Hotels;Hotel/Motel
3672; Campanila Hotels;Hotel/Motel
3673; Ibusz Hotels;Hotel/Motel
3674; Rantasipi Hotels;Hotel/Motel
3675; Interhotel Cedok;Hotel/Motel
3676; Monte Carlo Hotel And Casin;Hotel/Motel
3677; Climat De France Hotels;Hotel/Motel
3678; Cumulus Hotels;Hotel/Motel
3679; Silver Legacy Hotel Casino;Hotel/Motel
3680; Hoteis Othan;Hotel/Motel
3681; Adams Mark Hotels;Hotel/Motel
3682; Sahara Hotel And Casino;Hotel/Motel
3683; Bradbury Hotels;Hotel/Motel
3684; Budget Hosts Inns;Hotel/Motel
3685; Budgetel Inns;Hotel/Motel
3686; Suisse Hotels;Hotel/Motel
3687; Clarion Hotels;Hotel/Motel
3688; Compri Hotels;Hotel/Motel
3689; Consort Hotels;Hotel/Motel
3690; Courtyard Inns;Hotel/Motel
3691; Dillin Inn;Hotel/Motel
3692; Doubletree Hotels;Hotel/Motel
3693; Drury Inn;Hotel/Motel
3694; Economy Inns Of America;Hotel/Motel
3695; Embassy Suites;Hotel/Motel
3696; Excel Inn;Hotel/Motel
3697; Fairfield Hotels;Hotel/Motel
3698; Harley Hotels;Hotel/Motel
3699; Midway Motor Lodge;Hotel/Motel
3700; Motel 6;Hotel/Motel
3701; La Mansion Del Rio;Hotel/Motel
3702; The Registry Hotels;Hotel/Motel
3703; Residence Inn;Hotel/Motel
3704; Royce Hotels;Hotel/Motel
3705; Sandman Inn;Hotel/Motel
3706; Shilo Inn;Hotel/Motel
3707; Shoney's Inn;Hotel/Motel
3708; Virgin River Hotel Casino;Hotel/Motel
3709; Super 8 Motels;Hotel/Motel
3710; The Ritz Carlton;Hotel/Motel
3711; Flag Inns (australia);Hotel/Motel
3712; Buffalo Bill's Hotel Casino;Hotel/Motel
3713; Quality Pacific Hotel;Hotel/Motel
3714; Four Seasons(australia) Hot;Hotel/Motel
3715; Fairfield Inn;Hotel/Motel
3716; Carlton Hotels;Hotel/Motel
3717; City Lodge Hotels;Hotel/Motel
3718; Karos Hotels;Hotel/Motel
3719; Protea Hotels;Hotel/Motel
3720; Southern Sun Hotels;Hotel/Motel
3721; Conrad Hotels;Hotel/Motel
3722; Wyndham;Hotel/Motel
3723; Rica Hotels;Hotel/Motel
3724; Inter Nor Hotels;Hotel/Motel
3725; Seapines Plantation;Hotel/Motel
3726; Rio Suites;Hotel/Motel
3727; Broadmoor Hotel;Hotel/Motel
3728; Bally's Hotel And Casino;Hotel/Motel
3729; John Ascuaga's Nugget;Hotel/Motel
3730; MGM Grand Hotel;Hotel/Motel
3731; Harrah's Hotels And Casinos;Hotel/Motel
3732; Opryland Hotel;Hotel/Motel
